home_team,away_team,home_goals,away_goals,month,p_home_win1,p_draw1,p_away_win1,p_home_win2,p_draw2,p_away_win2,p_home_win3,p_draw3,p_away_win3,oddHome,oddDraw,oddAway,d_accuracy,d_efficiency,d_vulnerability,d_points,d_global_rank,d_rank
Paris SG,Rennes,1,2,11,0.5151,0.2904,0.1944,0.2546875,0.325,0.4203125,0.3322656250000001,0.3875,0.280234375,1.65,3.9,6.32,-0.6812169312169307,-0.02692870736348997,-0.07183878499667973,0.3076923076923077,-1,-7
Troyes,Nancy,3,3,11,0.5931,0.2914,0.1155,0.245625,0.775,-0.020625000000000004,0.34710937500000005,0.7124999999999999,-0.059609374999999964,2.38,3.3,3.37,0.958333333333333,0.07896103896103894,-0.09614779579613338,0.3706293706293707,1,-1
Valenciennes,Montpellier,1,1,11,0.7845,0.1384,0.0709,0.401640625,0.3875,0.210859375,0.499609375,0.3125,0.187890625,2.2,3.55,3.51,-0.040740740740740744,0.04859586577852831,-0.09935666185666187,0.5384615384615384,-6,-10
Bordeaux,Marseille,1,0,11,0.2906,0.3946,0.3148,0.35875,0.425,0.21624999999999994,0.3640625,0.375,0.26093750000000004,2.29,3.29,3.56,-0.29607142857142854,0.00825227060521179,0.0011111111111110905,-0.104895104895105,11,5
Lyon,Reims,3,0,11,0.6779,0.2343,0.0875,0.404296875,0.5625,0.033203125,0.480078125,0.5125,0.007421875000000022,1.38,5.0,11.0,-0.4500000000000002,0.07212962962962963,0.08066148192006319,0.9720279720279716,-16,-7
Nice,Toulouse,1,0,11,0.1697,0.23600000000000002,0.5932,0.248046875,0.5625,0.18945312500000006,0.3783593750000001,0.3624999999999999,0.259140625,2.57,3.2,3.14,0.7142857142857149,0.01694832944832947,0.12865860990860992,-0.07692307692307698,7,8
St Etienne,Valenciennes,1,0,11,0.7319,0.1741,0.0915,0.40625,0.25,0.34375,0.453671875,0.3875,0.15882812500000004,1.72,3.92,5.4,-1.1238095238095234,-0.03147194758447952,-0.08032581453634083,0.32820512820512826,-8,-1
Bastia,Lorient,2,1,11,0.3361,0.1707,0.4063,0.068828125,0.7125,0.218671875,0.2484375,0.625,0.12656250000000002,2.48,3.65,2.94,0.5277777777777772,0.018047451743103918,0.01743696118696117,0.23076923076923067,-1,7
Nancy,Ajaccio,1,1,11,0.1174,0.2199,0.6618,0.068828125,0.7125,0.218671875,-0.01999999999999999,0.7,0.3200000000000001,2.25,3.29,3.65,0.6357142857142861,-0.13310142238713668,-0.018887726030583155,-0.26666666666666666,11,6
Paris SG,Troyes,4,0,11,0.6781,0.1943,0.1249,0.18,0.6,0.22000000000000006,0.28289062499999995,0.7125,0.004609374999999999,1.19,7.68,19.63,-0.6488095238095237,-0.01456777924169228,-0.056721713211483046,0.6564102564102563,-8,-15
Reims,Brest,0,0,11,0.8048,0.1509,0.0432,-0.038203125,0.7125,0.325703125,0.389921875,0.7125,-0.10242187499999997,2.29,3.29,3.55,-0.471428571428572,0.17772782772782772,-0.1444660645512039,0.8666666666666667,-14,1
Rennes,Evian Thonon Gaillard,0,1,11,0.5042,0.2665,0.2287,0.4671875,0.375,0.15781249999999994,0.4534375000000001,0.325,0.2215625,1.61,4.23,6.23,0.12063492063492065,-0.03045681170681172,-0.07286324786324785,0.4615384615384616,-5,-12
Sochaux,Nice,0,1,11,0.4094,0.23800000000000002,0.348,0.3375,0.325,0.3375,0.31539062500000004,0.5874999999999999,0.09710937500000004,2.63,3.28,2.98,0.30370370370370336,0.060568570862688506,0.004633200763231704,0.23076923076923073,0,4
Marseille,Lille,1,0,11,0.5249,0.242,0.2312,0.15398437499999995,0.4875,0.358515625,0.398046875,0.4375,0.16445312500000006,2.21,3.23,3.9,0.23214285714285676,0.025975264247575486,0.015356072498929632,0.4,5,-3
Montpellier,Bordeaux,1,0,11,0.1411,0.2147,0.6426,0.23929687500000005,0.3374999999999999,0.423203125,0.223046875,0.4624999999999999,0.3144531250000001,2.23,3.34,3.67,1.6591553287981875,-0.06415224209341858,0.12147852147852148,-0.3384615384615384,16,12
Toulouse,Lyon,3,0,11,0.2398,0.2447,0.5136,0.058515625000000016,0.4625,0.478984375,0.22835937499999995,0.4875,0.284140625,2.35,3.31,3.41,-0.8520634920634906,0.05203488519277995,0.10496632996632996,0.05594405594405594,2,6
Marseille,Lyon,1,4,11,0.5531,0.276,0.1706,0.2696875,0.425,0.30531249999999993,0.433984375,0.4375,0.12851562500000002,2.0,3.33,4.43,-0.8406746031746031,0.02945028634387903,0.028127917833800184,0.5384615384615384,-6,-2
Ajaccio,St Etienne,0,0,11,0.1705,0.4209,0.4086,0.15695312499999994,0.3625,0.480546875,0.13539062499999993,0.4875,0.377109375,3.2,3.41,2.41,0.2416666666666667,-0.11447233322233324,-0.05618039368039369,-0.07692307692307687,8,11
Bordeaux,Sochaux,2,2,12,0.511,0.3614,0.1276,0.31125,0.45,0.23875,0.412421875,0.3625,0.225078125,1.48,4.28,9.18,-2.422222222222222,0.02575979109592555,-0.03163832946441643,0.45641025641025657,0,-13
Evian Thonon Gaillard,Nancy,1,1,12,0.5308,0.2083,0.2505,0.360625,0.55,0.08937499999999997,0.195859375,0.7625,0.041640625000000035,2.1,3.54,3.82,0.7096277399848829,0.02930081614292139,0.00873114118455734,0.24615384615384617,2,-3
Lille,Bastia,0,0,12,0.6579,0.1872,0.1487,0.2321875,0.575,0.19281250000000005,0.49375,0.5,0.0062500000000000324,1.37,5.05,10.0,0.3673469387755106,-0.031186807831544677,-0.06328856328856326,0.5128205128205128,-2,-5
Lyon,Montpellier,1,0,12,0.6098,0.1855,0.1905,0.335546875,0.3125,0.351953125,0.463515625,0.3624999999999999,0.17398437500000002,1.86,3.62,4.83,-0.3230158730158732,0.02586660845174782,-0.004813300611619942,0.6666666666666666,-10,-13
Nice,Paris SG,2,1,12,0.1361,0.20800000000000002,0.654,0.42625,0.35,0.22375,0.416484375,0.2125,0.371015625,4.92,3.77,1.81,0.7725056689342398,-0.05699948199948193,0.10429894179894181,-0.1230769230769232,8,8
Valenciennes,Reims,1,0,12,0.8370000000000001,0.1399,0.0224,0.28304687500000003,0.6625,0.05445312500000002,0.490703125,0.5375,-0.028203125,1.56,4.17,7.18,0.06904761904761925,0.10089975384093029,-0.03467095028879928,0.8461538461538461,-13,-8
Brest,Marseille,1,2,12,0.516,0.3452,0.1388,0.2910156250000001,0.5125,0.196484375,0.5015624999999999,0.375,0.12343750000000005,3.7,3.15,2.31,0.7853174603174606,0.08593840799723153,-0.04051120448179272,0.4307692307692308,1,11
Lorient,Toulouse,1,0,12,0.1987,0.2436,0.5565,0.13374999999999998,0.65,0.21625,0.287109375,0.5625,0.150390625,2.78,3.24,2.85,0.25680272108843427,0.002600441886156185,0.10877138734281593,0.13333333333333341,6,3
Troyes,Rennes,2,3,12,0.2422,0.2403,0.5152,0.07468750000000005,0.575,0.3503125,0.242109375,0.3625,0.395390625,3.17,3.32,2.47,0.36530612244897975,-0.007081014223871279,-0.006254530797826396,-0.19999999999999996,15,12
Toulouse,Bastia,0,0,12,0.6414,0.1445,0.1565,0.09968749999999996,0.675,0.2253125,0.360625,0.55,0.08937499999999997,1.77,3.87,5.09,0.1312074829931973,0.048066472632483245,-0.018174682460396746,0.4470588235294118,-1,-3
Montpellier,Ajaccio,3,0,12,0.4126,0.22899999999999998,0.3514,0.24437499999999995,0.55,0.205625,0.349609375,0.3875,0.26289062500000004,1.67,3.73,6.55,0.9264880952380965,-0.05847069597069593,0.04933356986928414,0.07058823529411762,5,1
Nancy,Valenciennes,1,1,12,0.1265,0.2385,0.6346,0.153984375,0.4875,0.35851562499999995,0.094375,0.725,0.18062500000000006,2.58,3.23,3.1,-0.6848214285714289,-0.10881371487989133,-0.011134406529143367,-0.17254901960784313,5,13
Paris SG,Evian Thonon Gaillard,4,0,12,0.5407,0.275,0.1839,0.12085937500000002,0.5125,0.3666406250000001,0.26093750000000004,0.375,0.3640625,1.23,6.75,16.25,-0.9138888888888888,-0.01405828471045864,-0.07923534798534798,0.22352941176470587,-1,-13
Rennes,Brest,2,2,12,0.6947,0.2305,0.0746,0.408515625,0.4125,0.17898437500000006,0.3703125,0.625,0.004687500000000011,1.63,3.67,7.6,-0.28201530612244863,0.0827145077145077,-0.06142104423354422,0.7411764705882353,-7,-9
Sochaux,Lille,1,1,12,0.2813,0.2629,0.4546,0.279296875,0.5375,0.183203125,0.2368750000000001,0.6499999999999999,0.11312500000000004,4.2,3.6,1.98,0.6257936507936512,0.060518525592055034,0.05037398992230925,-0.06274509803921569,9,8
Troyes,Nice,1,1,12,0.3034,0.2551,0.4397,-0.014609374999999925,0.4624999999999999,0.552109375,0.17312500000000006,0.575,0.251875,2.85,3.24,2.75,0.5907738095238093,0.05417909588077656,-0.016074157395751854,-0.05490196078431375,5,11
Marseille,Lorient,0,3,12,0.5847,0.1792,0.2106,0.2809375,0.475,0.2440625,0.319375,0.65,0.030624999999999982,1.63,3.95,6.58,-0.30867346938775553,0.012029332223840242,-0.03692438513867083,0.5333333333333332,-7,-8
Reims,Bordeaux,0,0,12,0.2894,0.3324,0.3782,-0.013203124999999954,0.6375,0.375703125,0.260078125,0.5375,0.202421875,4.33,3.35,2.04,0.1529761904761906,0.03774224141871199,-0.035784020546017446,0.11764705882352933,4,11
St Etienne,Lyon,0,1,12,0.5883,0.2866,0.125,0.375,0.25,0.375,0.502890625,0.2625,0.23460937500000004,2.34,3.38,3.37,-0.5656249999999998,-0.035524191560682206,-0.05091161464585834,0.27450980392156854,-3,4
Lille,Toulouse,2,0,12,0.2686,0.4113,0.3201,0.19148437500000004,0.6375,0.171015625,0.4653125,0.475,0.05968749999999998,1.7,3.59,6.55,2.4232142857142858,-0.014377088554720141,0.0439242553081839,0.21176470588235297,6,1
Nice,Rennes,1,0,12,0.3917,0.2219,0.3764,0.4103125,0.2749999999999999,0.3146875000000001,0.438359375,0.13749999999999996,0.4241406250000001,2.49,3.34,3.14,0.05982142857142847,-0.031133449883449904,0.011782740365406275,0.11764705882352944,4,6
Valenciennes,Paris SG,0,4,12,0.5029,0.2886,0.2082,0.290234375,0.4375,0.272265625,0.466796875,0.3125,0.220703125,4.7,3.7,1.86,0.6553571428571425,-0.019938120936020126,-0.018852328227328227,0.2588235294117647,-2,5
Ajaccio,Reims,2,0,12,0.2844,0.6407,0.0749,0.17585937499999998,0.7125,0.111640625,0.218359375,0.8125,-0.03085937499999998,1.87,3.28,5.56,0.4857142857142849,-0.032142857142857154,-0.04215195196725109,0.4666666666666667,-2,-1
Bastia,Marseille,1,2,12,0.1893,0.2145,0.5925,0.248046875,0.5625,0.18945312500000006,0.34093749999999995,0.425,0.2340625,3.99,3.39,2.1,0.7546130952380952,0.06440919574584938,0.13073939948939953,-0.08235294117647052,13,11
Brest,Montpellier,1,2,12,0.5574,0.2498,0.1918,0.17257812499999994,0.4875,0.339921875,0.351875,0.525,0.123125,3.79,3.2,2.24,0.3166383219954647,0.050258980110262697,-0.08346316995697799,0.5960784313725493,-6,2
Evian Thonon Gaillard,Troyes,2,0,12,0.5714,0.1954,0.2198,0.293828125,0.6375,0.06867187500000002,0.20679687499999996,0.7875000000000001,0.005703124999999976,1.77,3.74,5.31,-0.08630952380952461,0.008929166072023237,-0.007932140057299863,0.34509803921568627,-1,-3
Lorient,Sochaux,2,0,12,0.5332,0.2467,0.2187,0.373203125,0.4125000000000001,0.21429687499999994,0.35875,0.425,0.21624999999999994,1.61,4.01,6.75,-1.447916666666666,0.013659315221815224,0.038900456427630334,0.411764705882353,-5,-8
Lyon,Nancy,1,1,12,0.8603,0.0716,0.0333,0.4600000000000001,0.35,0.18999999999999995,0.514453125,0.4125000000000001,0.07304687499999997,1.4,5.03,9.22,-0.6694444444444443,0.07947733918128655,-0.062344720496894435,1.035294117647059,-16,-18
Bordeaux,St Etienne,0,0,12,0.2791,0.3039,0.4168,0.265546875,0.4875,0.246953125,0.373046875,0.3375,0.289453125,2.29,3.17,3.75,-0.21326530612244943,-0.022565074981041364,0.011982461982461959,0.20000000000000007,6,2
Rennes,Valenciennes,2,0,12,0.3939,0.244,0.3586,0.22000000000000006,0.6,0.18,0.325,0.5,0.17500000000000002,2.04,3.27,4.41,-2.1510010822510823,-0.04181171157274098,0.011975208743784632,0.29411764705882354,-3,-1
Montpellier,Bastia,4,0,12,0.6261,0.2056,0.1646,0.416015625,0.4375,0.146484375,0.4519531250000001,0.4375,0.11054687499999996,1.49,4.38,8.07,1.743005952380952,0.010351377018043686,0.00795855379188709,0.3374613003095976,-2,-4
Nice,Evian Thonon Gaillard,3,2,12,0.5911,0.2245,0.1822,0.455546875,0.2625,0.281953125,0.5,0.25,0.25,1.99,3.44,4.41,-0.3304894179894178,-0.00544143356643359,-0.034508547008547025,0.4179566563467493,-8,-5
Reims,Lille,1,1,12,0.4412,0.3374,0.2214,0.04820312500000001,0.6375,0.31429687500000003,0.23999999999999996,0.6000000000000001,0.15999999999999998,4.94,3.5,1.87,1.0277777777777777,0.07947854614521281,-0.07783298095475599,0.26315789473684215,2,6
Sochaux,Brest,1,2,12,0.5696,0.2485,0.1811,0.166796875,0.6875,0.145703125,0.220703125,0.6625,0.116796875,2.35,3.27,3.46,0.05324074074074048,0.10604451376510199,-0.015978511321648597,0.36532507739938075,-1,1
Toulouse,Marseille,0,1,12,0.2981,0.262,0.4385,0.09179687499999996,0.5625,0.345703125,0.29124999999999995,0.3500000000000001,0.35875,2.62,3.26,3.01,-0.2812830687830692,0.06496870289439945,0.02609728234728234,-0.1826625386996905,13,9
Troyes,Ajaccio,3,2,12,0.3489,0.214,0.4233,0.036874999999999984,0.675,0.288125,0.21617187500000004,0.5874999999999999,0.19632812500000005,2.41,3.21,3.37,-0.11851851851851958,0.023504890171556853,-0.0010135149540034527,-0.052631578947368474,7,6
Nancy,Bordeaux,1,1,12,0.0757,0.2691,0.6552,0.25320312500000003,0.5125,0.234296875,0.150546875,0.6375,0.21195312500000005,2.94,3.26,2.69,1.2470899470899472,-0.08204665704665706,0.033402708402708425,-0.368421052631579,15,12
Paris SG,Lyon,1,0,12,0.4809,0.2915,0.2273,0.3465625,0.275,0.3784375,0.32289062499999993,0.3375,0.33960937500000005,1.57,4.21,6.8,-0.7298059964726624,-0.008789543119253312,-0.016704224424812675,0.13003095975232204,0,2
St Etienne,Lorient,0,2,12,0.7156,0.1847,0.0978,0.19000000000000009,0.3499999999999999,0.4600000000000001,0.3915624999999999,0.4750000000000001,0.13343749999999996,1.7,3.91,5.59,0.3747685185185188,-0.012752045994799593,-0.14699137667887666,0.31269349845201233,-4,-1
Brest,Paris SG,0,3,12,0.2029,0.2582,0.5382,0.19,0.35,0.4600000000000001,0.175,0.5,0.325,9.0,4.26,1.48,0.4754960317460326,-0.01833600427350429,-0.0009922170622634965,0.05882352941176461,7,12
Ajaccio,Rennes,2,4,12,0.3288,0.4441,0.2271,0.163984375,0.5375,0.2985156250000001,0.223046875,0.4625,0.314453125,2.74,3.28,2.86,0.5725529100529094,-0.10493476430976431,-0.09183074593782067,0.021671826625387025,12,8
Bastia,Nancy,4,2,12,0.5074,0.1946,0.2743,0.10304687499999997,0.6125,0.284453125,0.267578125,0.5625,0.169921875,2.57,3.34,3.02,0.6694444444444443,0.056538611004429085,0.05629967104151884,0.47058823529411775,-3,-4
Bordeaux,Troyes,0,0,12,0.7279,0.1865,0.0844,0.2321875,0.575,0.19281250000000005,0.43125,0.625,-0.05625000000000002,1.58,4.13,6.75,-0.7636904761904764,0.008164282612812046,-0.08655907267640005,0.7647058823529411,-7,-12
Lille,Montpellier,4,1,12,0.4428,0.3098,0.2473,0.267734375,0.2875,0.4447656250000001,0.47,0.325,0.205,1.99,3.35,4.55,1.790233686067019,-0.012350865616151965,-0.041781257957728524,0.3034055727554179,4,1
Lorient,Reims,2,2,12,0.725,0.2172,0.0575,0.5099999999999999,0.4,0.09000000000000005,0.52,0.6,-0.12000000000000005,1.62,3.8,7.18,-0.20609567901234493,0.05768705392888401,0.03457717911379238,0.8297213622291022,-15,-12
Lyon,Nice,3,0,12,0.6639,0.1966,0.1364,0.26617187499999995,0.2625000000000001,0.471328125,0.4534375,0.325,0.22156250000000005,1.71,3.78,5.85,-0.2678240740740736,0.03651831102811498,-0.04686411226658903,0.6873065015479878,-12,-4
Marseille,St Etienne,1,0,12,0.1907,0.2381,0.5698,0.4,0.5,0.1,0.12812500000000002,0.5499999999999999,0.321875,1.89,3.35,5.15,-0.27425595238095246,-0.0033994716667771763,0.12367909867909867,0.17647058823529405,6,-6
Toulouse,Sochaux,2,0,12,0.5621,0.2489,0.1881,0.105078125,0.8125,0.08242187499999999,0.22000000000000006,0.6,0.18,1.6,3.81,7.62,-1.9502645502645497,0.04077924808058965,0.010348310241745887,0.26315789473684215,1,-6
Valenciennes,Evian Thonon Gaillard,2,1,12,0.7163,0.1685,0.1096,0.096015625,0.6625,0.24148437500000006,0.3328125,0.525,0.1421875,1.97,3.61,4.25,0.5999999999999992,-0.005477039300568698,-0.11300828800828802,0.4736842105263158,-5,-4
Paris SG,Ajaccio,0,0,1,0.7627,0.1434,0.0854,0.5190625,0.425,0.0559375,0.4284375,0.475,0.09656250000000002,1.12,9.8,27.8,-0.8184920634920632,0.00739695087521175,-0.07842953342953343,0.523809523809524,-8,-14
St Etienne,Toulouse,2,2,1,0.4094,0.3872,0.2034,0.03351562499999998,0.7375,0.228984375,0.2884375,0.725,-0.013437499999999993,1.98,3.32,4.66,0.4601984126984129,0.020632045088566836,-0.018504088504088502,0.23558897243107768,-1,-2
Evian Thonon Gaillard,Brest,0,2,1,0.5124,0.2494,0.2367,0.111640625,0.7125,0.17585937499999998,0.2625,0.475,0.2625,1.79,3.56,5.5,0.1412433862433864,0.03962099628766297,0.007830646449067502,0.28822055137844604,1,1
Montpellier,Lorient,2,0,1,0.56,0.2074,0.2245,0.2828125,0.275,0.4421875,0.487109375,0.2625,0.25039062500000003,1.75,3.69,5.62,1.125,-0.014462697796031113,-0.04080687830687832,0.1578947368421053,7,7
Nancy,Lille,2,2,1,0.16,0.3283,0.5116,0.13000000000000006,0.45,0.42,0.1875,0.625,0.1875,4.17,3.6,1.99,1.4249999999999998,-0.03042175961293607,-0.01386002886002885,-0.19047619047619052,11,12
Rennes,Bordeaux,0,2,1,0.2537,0.3138,0.4323,0.384296875,0.3875,0.22820312500000006,0.365625,0.45,0.184375,2.52,3.16,3.24,-0.2420274170274177,-0.01634732188653759,0.03274410774410774,0.17543859649122806,6,-6
Troyes,Lyon,1,2,1,0.2146,0.2459,0.5381,0.218359375,0.4375,0.344140625,0.2809375,0.475,0.2440625,4.01,3.72,1.99,-0.2896560846560847,0.012732884399551059,0.05726239618654483,-0.16040100250626566,12,17
Nice,Valenciennes,5,0,1,0.528,0.2145,0.2498,0.32937500000000003,0.45,0.220625,0.565703125,0.3625,0.07179687499999997,2.06,3.33,4.22,-1.5578571428571424,0.01449444165130434,0.02783367733058137,0.5789473684210527,-14,-1
Reims,Bastia,1,2,1,0.6658,0.2197,0.1137,0.16351562499999994,0.6125,0.223984375,0.24625,0.675,0.07874999999999996,2.31,3.38,3.41,1.412142857142857,0.06763597513597513,-0.10586150992110745,0.42857142857142855,-6,3
Sochaux,Marseille,3,1,1,0.1561,0.2526,0.5908,-0.030390625000000008,0.5125,0.517890625,0.09156250000000003,0.4249999999999999,0.4834375,5.37,3.35,1.86,0.9275220458553788,0.06287968395553534,0.06655598939912663,-0.5789473684210527,19,15
Lyon,Evian Thonon Gaillard,0,0,1,0.7859999999999999,0.1315,0.073,0.443359375,0.5625,-0.005859374999999972,0.505859375,0.4375,0.056640625,1.44,4.97,7.94,-0.6000000000000005,0.011226551226551196,-0.07010673536989329,0.7619047619047619,-12,-15
Ajaccio,Valenciennes,1,1,1,0.4074,0.3224,0.2701,0.15000000000000002,0.7,0.15000000000000002,0.2021875,0.725,0.07281250000000003,2.48,3.25,3.22,-1.1462962962962964,-0.05989750445632797,-0.06613503283781919,0.25062656641604014,-1,5
Brest,St Etienne,0,1,1,0.2752,0.3053,0.4193,0.324765625,0.6125,0.06273437499999995,0.09968749999999996,0.675,0.2253125,4.37,3.43,2.0,-0.23783068783068773,0.04673150923150923,-0.02859931510602306,0.26315789473684204,3,3
Lorient,Troyes,3,2,1,0.778,0.1319,0.0785,0.31375,0.525,0.16125,0.4471875,0.525,0.02781249999999999,1.78,3.7,5.34,-0.5875925925925927,0.04419488372919747,-0.016297658957505484,0.7994987468671679,-15,-11
Marseille,Montpellier,3,2,1,0.369,0.2367,0.3893,0.2878125,0.325,0.3871875,0.267578125,0.5625,0.169921875,1.96,3.35,4.71,-0.13669312169312153,-0.0019043314288300223,0.038441841383017844,0.37092731829573933,0,-8
Sochaux,Reims,1,0,1,0.5481,0.28300000000000003,0.1688,0.187890625,0.6875,0.12460937500000002,0.2775,0.7,0.02250000000000002,2.13,3.38,3.92,0.16314814814814804,0.09166161963633586,0.038847862161453,0.3659147869674186,-2,-1
Toulouse,Nancy,2,1,1,0.69,0.1613,0.1339,0.236015625,0.5875,0.176484375,0.31093750000000003,0.575,0.1140625,1.68,3.94,5.79,-0.3205467372134039,0.04810684757279181,-0.06531517998909304,0.5513784461152882,-5,-8
Bastia,Rennes,0,2,1,0.2045,0.1573,0.5714,0.31125,0.45,0.23875,0.2878125,0.325,0.3871875,3.61,3.39,2.23,0.43772486772486685,-0.02284774538397727,0.08134387337667276,0.027568922305764465,10,7
Bordeaux,Paris SG,0,1,1,0.1346,0.3065,0.5589,0.3125,0.25,0.4375,0.304375,0.325,0.370625,3.74,3.45,2.16,0.3925315425315423,-0.09169190468210077,0.02962962962962963,-0.1578947368421053,12,4
Lille,Nice,0,2,1,0.6357,0.242,0.1219,0.35000000000000003,0.30000000000000004,0.3499999999999999,0.4937499999999999,0.3500000000000001,0.15624999999999994,1.9,3.47,4.86,1.3240740740740735,0.021540029267067454,-0.06790286214950815,0.5263157894736843,-6,3
Valenciennes,Lyon,0,2,1,0.4519,0.2753,0.2722,0.13749999999999998,0.5,0.3625,0.33960937500000005,0.3375,0.32289062499999993,2.97,3.34,2.6,0.23083333333333345,-0.01122480890282751,-0.017901387827858425,0.23809523809523814,0,9
Evian Thonon Gaillard,Ajaccio,1,1,1,0.3407,0.222,0.4279,0.103515625,0.6875,0.208984375,0.228125,0.625,0.14687499999999998,1.98,3.43,4.48,0.10867965367965482,-0.041032301032301016,0.04463684884139428,0.04140786749482406,5,2
Montpellier,Sochaux,2,0,1,0.7151,0.2042,0.0801,0.2440625,0.475,0.2809375,0.5449999999999999,0.4,0.05500000000000002,1.63,3.71,7.35,-0.7291666666666665,0.04705433455433458,0.0025241574282495044,0.4761904761904762,-8,-4
Nancy,Lorient,2,1,1,0.2065,0.2487,0.5436,0.07,0.55,0.38,0.22499999999999995,0.55,0.225,2.93,3.34,2.63,1.5273809523809545,-0.06323170590550267,-0.06401168276168274,-0.22360248447204972,12,14
Reims,Toulouse,1,1,1,0.3372,0.361,0.3018,0.01999999999999999,0.6,0.38,0.1790625,0.775,0.045937499999999985,3.31,3.13,2.5,2.17961038961039,0.0468349579713216,-0.028278612082791636,0.17184265010351962,1,7
Rennes,Marseille,2,2,1,0.2915,0.3092,0.3991,0.31749999999999995,0.30000000000000004,0.3825,0.2071875,0.475,0.3178125,2.91,3.12,2.81,0.32865800865800887,0.02482868013088954,0.0049173553719008,-0.15113871635610776,10,2
Troyes,Brest,2,1,1,0.441,0.2533,0.3037,0.09968749999999996,0.675,0.2253125,0.16445312500000006,0.4375,0.398046875,1.89,3.42,5.04,0.04004329004329055,0.07758857304311849,-6.31240885955453e-05,0.13043478260869573,3,6
Nice,Bordeaux,0,1,1,0.3013,0.282,0.41600000000000004,0.429453125,0.3625,0.208046875,0.517578125,0.1875,0.294921875,2.45,3.16,3.36,0.20173160173160154,0.029959523542411215,0.05727731864095499,0.30434782608695654,-3,-3
Paris SG,Lille,1,0,1,0.5844,0.2734,0.142,0.466796875,0.3125,0.220703125,0.416015625,0.4375,0.146484375,1.49,4.5,7.9,0.07258297258297208,0.05182775612617507,-0.06942375806012169,0.39130434782608703,-2,-9
St Etienne,Bastia,3,0,1,0.6986,0.1913,0.1081,0.240859375,0.5375,0.22164062500000006,0.18945312500000006,0.5625,0.248046875,1.52,4.12,8.3,0.5966450216450214,0.011167697037262267,-0.06478798978798982,0.3043478260869565,-3,-4
Toulouse,Paris SG,0,4,2,0.1158,0.1935,0.6885,0.3109375,0.2250000000000001,0.4640624999999999,0.35804687499999993,0.23750000000000004,0.404453125,4.53,3.38,1.97,0.11921633921633923,-0.039781271086857944,0.07138301092846544,-0.17391304347826086,7,9
Bastia,Evian Thonon Gaillard,0,0,2,0.4175,0.2172,0.3532,0.187890625,0.6875,0.12460937500000002,0.2253125,0.675,0.09968749999999996,2.68,3.39,2.84,-0.5470779220779218,0.004804267976204729,0.05258167802426175,0.27950310559006214,1,-4
Bordeaux,Valenciennes,2,0,2,0.4724,0.3093,0.2182,0.360625,0.55,0.08937499999999997,0.230078125,0.6875,0.08242187499999998,1.63,3.69,7.25,-1.329033189033189,-0.04996236977520399,-0.04032583687382449,0.3229813664596273,0,-6
Brest,Nice,0,2,2,0.4169,0.2859,0.2967,0.11406250000000002,0.575,0.31093750000000003,-0.03125,0.6499999999999999,0.3812500000000001,3.23,3.23,2.49,0.0892857142857153,0.027669650610827087,-0.08457118474920332,0.23809523809523803,3,8
Lille,Troyes,1,1,2,0.7579,0.1615,0.0778,0.123203125,0.6125,0.264296875,0.390625,0.625,-0.015625,1.53,4.38,7.25,0.8666666666666654,0.023634180147338008,-0.06045188684574873,0.7619047619047619,-10,-8
